# HotWire artifact -- Attack A2 (forced PreCharge / V2L) sustained-discharge evidence
# Vehicle: LUXGEN N7 (production unit, lab bench).
# Source: decoded from the recorded DIN 70121 trace of the full sustained-discharge session.
# Duration: ~100 minutes of continuous CurrentDemand activity (supports the >=60 min / ~1.25 kWh claim in Sec. 6).
# PRIVACY: the vehicle EVCCID/MAC and ALL link-layer & IPv6 addresses are EXCLUDED. This file contains
#          only protocol-reported electrical fields and relative timestamps -- no identifiers of any kind.
# NOTE: all values are PROTOCOL-REPORTED (read from V2G messages), NOT externally metered.
#       EVSEPresentCurrent is a fixed protocol value emitted by the rogue EVSE, not a measured current.
# Columns: t_rel_s, EVSEPresentVoltage_V (forged), EVSEPresentCurrent_A (reported), EVTargetVoltage_V (vehicle)
t_rel_s,EVSEPresentVoltage_V,EVSEPresentCurrent_A,EVTargetVoltage_V
1309.908,0,200,
1309.948,,,413.6
1310.009,0,200,
1310.139,,,413.6
1310.218,0,200,
1310.308,,,413.6
1310.363,0,200,
1310.407,,,413.6
1310.472,0,200,
1310.629,,,413.6
1310.694,0,200,
1310.808,,,413.6
1310.899,0,200,
1311.007,,,413.6
1311.078,0,200,
1311.208,,,413.6
1311.326,0,200,
1311.408,,,413.6
1311.472,0,200,
1311.609,,,413.6
1311.677,0,200,
1311.807,,,413.6
1311.852,0,200,
1311.908,,,413.6
1311.972,0,200,
1312.107,,,413.6
1312.175,0,200,
1312.308,,,413.6
1312.355,0,200,
1312.407,,,413.6
1312.463,0,200,
1312.539,,,413.6
1312.584,0,200,
1312.641,,,413.6
1312.704,0,200,
1312.817,,,413.6
1312.896,0,200,
1313.036,,,413.6
1313.109,0,200,
1313.207,,,413.6
1313.270,0,200,
1313.407,,,413.6
1313.471,0,200,
1313.607,,,413.6
1313.648,0,200,
1313.707,,,413.6
1313.762,0,200,
1313.807,,,413.6
1313.858,0,200,
1313.907,,,413.6
1313.970,0,200,
1314.107,,,413.6
1314.145,0,200,
1314.208,,,413.6
1314.268,0,200,
1314.308,,,413.6
1314.357,0,200,
1314.407,,,413.6
1314.470,0,200,
1314.507,,,413.6
1314.572,0,200,
1314.707,,,413.6
1314.772,0,200,
1314.908,,,413.6
1314.971,0,200,
1315.107,,,413.6
1315.153,0,200,
1315.207,,,413.6
1315.265,0,200,
1315.308,,,413.6
1315.365,0,200,
1315.407,,,413.6
1315.452,0,200,
1315.507,,,413.6
1315.568,0,200,
1315.606,,,413.6
1315.651,0,200,
1315.707,,,413.6
1315.746,0,200,
1315.808,,,413.6
1315.870,0,200,
1316.007,,,413.6
1316.069,0,200,
1316.208,,,413.6
1316.269,0,200,
1316.408,,,413.6
1316.455,0,200,
1316.507,,,413.6
1316.574,0,200,
1316.740,,,413.6
1316.804,0,200,
1316.842,,,413.6
1316.900,0,200,
1316.949,,,413.6
1317.010,0,200,
1317.108,,,413.6
1317.166,0,200,
1317.308,,,413.6
1317.372,0,200,
1317.508,,,413.6
1317.553,0,200,
1317.627,,,413.6
1317.683,0,200,
1317.741,,,413.6
1317.794,0,200,
1317.908,,,413.6
1317.975,0,200,
1318.109,,,413.6
1318.176,0,200,
1318.307,,,413.6
1318.378,0,200,
1318.507,,,413.6
1318.583,0,200,
1318.707,,,413.6
1318.777,0,200,
1318.909,,,413.6
1318.981,0,200,
1319.108,,,413.6
1319.180,0,200,
1319.307,,,413.6
1319.367,0,200,
1319.407,,,413.6
1319.463,0,200,
1319.507,,,413.6
1319.566,0,200,
1319.606,,,413.6
1319.668,0,200,
1319.706,,,413.6
1319.754,0,200,
1319.806,,,413.6
1319.865,0,200,
1319.908,,,413.6
1319.988,0,200,
1320.107,,,413.6
1320.189,0,200,
1320.310,,,413.6
1320.391,0,200,
1320.444,,,413.6
1320.495,0,200,
1320.607,,,413.6
1320.689,0,200,
1320.807,,,413.6
1320.885,0,200,
1321.007,,,413.6
1321.082,0,200,
1321.128,,,413.6
1321.166,0,200,
1321.207,,,413.6
1321.247,0,200,
1321.307,,,413.6
1321.366,0,200,
1321.506,,,413.6
1321.549,0,200,
1321.608,,,413.6
1321.672,0,200,
1321.808,,,413.6
1321.880,0,200,
1322.010,,,413.6
1322.070,0,200,
1322.207,,,413.6
1322.258,0,200,
1322.313,,,413.6
1322.369,0,200,
1322.408,,,413.6
1322.479,0,200,
1322.608,,,413.6
1322.671,0,200,
1322.841,,,413.6
1322.905,0,200,
1323.007,,,413.6
1323.048,0,200,
1323.143,,,413.6
1323.203,0,200,
1323.246,,,413.6
1323.295,0,200,
1323.441,,,413.6
1323.503,0,200,
1323.607,,,413.6
1323.676,0,200,
1323.807,,,413.6
1323.881,0,200,
1324.008,,,413.6
1324.084,0,200,
1324.207,,,413.6
1324.311,0,200,
1324.407,,,413.6
1324.466,0,200,
1324.506,,,413.6
1324.556,0,200,
1324.607,,,413.6
1324.667,0,200,
1324.706,,,413.6
1324.784,0,200,
1324.907,,,413.6
1324.985,0,200,
1325.108,,,413.6
1325.190,0,200,
1325.307,,,413.6
1325.372,0,200,
1325.509,,,413.6
1325.572,0,200,
1325.707,,,413.6
1325.771,0,200,
1325.907,,,413.6
1325.951,0,200,
1326.007,,,413.6
1326.047,0,200,
1326.106,,,413.6
1326.161,0,200,
1326.206,,,413.6
1326.281,0,200,
1326.408,,,413.6
1326.487,0,200,
1326.544,,,413.6
1326.584,0,200,
1326.631,,,413.6
1326.689,0,200,
1326.807,,,413.6
1326.857,0,200,
1326.909,,,413.6
1326.969,0,200,
1327.107,,,413.6
1327.178,0,200,
1327.307,,,413.6
1327.367,0,200,
1327.406,,,413.6
1327.467,0,200,
1327.507,,,413.6
1327.556,0,200,
1327.609,,,413.6
1327.665,0,200,
1327.707,,,413.6
1327.765,0,200,
1327.817,,,413.6
1327.872,0,200,
1327.944,,,413.6
1328.003,0,200,
1328.107,,,413.6
1328.172,0,200,
1328.309,,,413.6
1328.367,0,200,
1328.442,,,413.6
1328.504,0,200,
1328.641,,,413.6
1328.701,0,200,
1328.744,,,413.6
1328.810,0,200,
1328.942,,,413.6
1329.012,0,200,
1329.140,,,413.6
1329.191,0,200,
1329.307,,,413.6
1329.381,0,200,
1329.507,,,413.6
1329.567,0,200,
1329.707,,,413.6
1329.753,0,200,
1329.807,,,413.6
1329.870,0,200,
1330.009,,,413.6
1330.069,0,200,
1330.208,,,413.6
1330.269,0,200,
1330.309,,,413.6
1330.368,0,200,
1330.409,,,413.6
1330.450,0,200,
1330.507,,,413.6
1330.568,0,200,
1330.610,,,413.6
1330.666,0,200,
1330.708,,,413.6
1330.763,0,200,
1330.807,,,413.6
1330.868,0,200,
1330.907,,,413.6
1330.957,0,200,
1331.006,,,413.6
1331.066,0,200,
1331.108,,,413.6
1331.169,0,200,
1331.308,,,413.6
1331.367,0,200,
1331.407,,,413.6
1331.457,0,200,
1331.507,,,413.6
1331.567,0,200,
1331.607,,,413.6
1331.661,0,200,
1331.709,,,413.6
1331.754,0,200,
1331.807,,,413.6
1331.862,0,200,
1331.907,,,413.6
1331.952,0,200,
1332.017,,,413.6
1332.081,0,200,
1332.207,,,413.6
1332.277,0,200,
1332.441,,,413.6
1332.481,0,200,
1332.641,,,413.6
1332.702,0,200,
1332.743,,,413.6
1332.787,0,200,
1332.907,,,413.6
1332.982,0,200,
1333.107,,,413.6
1333.179,0,200,
1333.346,,,413.6
1333.409,0,200,
1333.506,,,413.6
1333.604,0,200,
1333.645,,,413.6
1333.707,0,200,
1333.807,,,413.6
1333.898,0,200,
1333.949,,,413.6
1333.994,0,200,
1334.107,,,413.6
1334.196,0,200,
1334.318,,,413.6
1334.393,0,200,
1334.508,,,413.6
1334.578,0,200,
1334.707,,,413.6
1334.759,0,200,
1334.807,,,413.6
1334.872,0,200,
1335.009,,,413.6
1335.049,0,200,
1335.106,,,413.6
1335.169,0,200,
1335.308,,,413.6
1335.368,0,200,
1335.410,,,413.6
1335.471,0,200,
1335.609,,,413.6
1335.668,0,200,
1335.707,,,413.6
1335.774,0,200,
1335.908,,,413.6
1335.983,0,200,
1336.107,,,413.6
1336.190,0,200,
1336.307,,,413.6
1336.378,0,200,
1336.507,,,413.6
1336.567,0,200,
1336.606,,,413.6
1336.647,0,200,
1336.743,,,413.6
1336.808,0,200,
1336.939,,,413.6
1337.017,0,200,
1337.139,,,413.6
1337.228,0,200,
1337.342,,,413.6
1337.413,0,200,
1337.540,,,413.6
1337.591,0,200,
1337.707,,,413.6
1337.798,0,200,
1337.908,,,413.6
1337.995,0,200,
1338.108,,,413.6
1338.200,0,200,
1338.307,,,413.6
1338.399,0,200,
1338.509,,,413.6
1338.600,0,200,
1338.707,,,413.6
1338.797,0,200,
1338.910,,,413.6
1339.003,0,200,
1339.107,,,413.6
1339.161,0,200,
1339.206,,,413.6
1339.269,0,200,
1339.345,,,413.6
1339.389,0,200,
1339.444,,,413.6
1339.510,0,200,
1339.608,,,413.6
1339.663,0,200,
1339.707,,,413.6
1339.756,0,200,
1339.807,,,413.6
1339.851,0,200,
1339.906,,,413.6
1339.965,0,200,
1340.006,,,413.6
1340.071,0,200,
1340.212,,,413.6
1340.273,0,200,
1340.408,,,413.6
1340.472,0,200,
1340.607,,,413.6
1340.649,0,200,
1340.707,,,413.6
1340.774,0,200,
1340.908,,,413.6
1340.977,0,200,
1341.108,,,413.6
1341.194,0,200,
1341.308,,,413.6
1341.360,0,200,
1341.407,,,413.6
1341.463,0,200,
1341.507,,,413.6
1341.570,0,200,
1341.707,,,413.6
1341.759,0,200,
1341.807,,,413.6
1341.863,0,200,
1341.906,,,413.6
1341.960,0,200,
1342.010,,,413.6
1342.063,0,200,
1342.107,,,413.6
1342.146,0,200,
1342.207,,,413.6
1342.267,0,200,
1342.308,,,413.6
1342.360,0,200,
1342.409,,,413.6
1342.465,0,200,
1342.507,,,413.6
1342.571,0,200,
1342.707,,,413.6
1342.771,0,200,
1342.807,,,413.6
1342.869,0,200,
1342.906,,,413.6
1342.948,0,200,
1343.007,,,413.6
1343.069,0,200,
1343.208,,,413.6
1343.272,0,200,
1343.407,,,413.6
1343.472,0,200,
1343.516,,,413.6
1343.575,0,200,
1343.707,,,413.6
1343.772,0,200,
1343.907,,,413.6
1343.951,0,200,
1344.007,,,413.6
1344.065,0,200,
1344.107,,,413.6
1344.162,0,200,
1344.207,,,413.6
1344.257,0,200,
1344.307,,,413.6
1344.372,0,200,
1344.508,,,413.6
1344.571,0,200,
1344.708,,,413.6
1344.769,0,200,
1344.908,,,413.6
1344.953,0,200,
1345.007,,,413.6
1345.069,0,200,
1345.208,,,413.6
1345.273,0,200,
1345.407,,,413.6
1345.451,0,200,
1345.507,,,413.6
1345.569,0,200,
1345.707,,,413.6
1345.749,0,200,
1345.807,,,413.6
1345.871,0,200,
1346.032,,,413.6
1346.094,0,200,
1346.144,,,413.6
1346.189,0,200,
1346.341,,,413.6
1346.404,0,200,
1346.445,,,413.6
1346.487,0,200,
1346.545,,,413.6
1346.607,0,200,
1346.646,,,413.6
1346.702,0,200,
1346.745,,,413.6
1346.805,0,200,
1346.907,,,413.6
1346.993,0,200,
1347.107,,,413.6
1347.190,0,200,
1347.308,,,413.6
1347.391,0,200,
1347.507,,,413.6
1347.581,0,200,
1347.708,,,413.6
1347.750,0,200,
1347.807,,,413.6
1347.859,0,200,
1347.907,,,413.6
1347.975,0,200,
1348.107,,,413.6
1348.173,0,200,
1348.307,,,413.6
1348.373,0,200,
1348.508,,,413.6
1348.582,0,200,
1348.707,,,413.6
1348.763,0,200,
1348.806,,,413.6
1348.867,0,200,
1348.909,,,413.6
1348.977,0,200,
1349.108,,,413.6
1349.180,0,200,
1349.308,,,413.6
1349.379,0,200,
1349.507,,,413.6
1349.569,0,200,
1349.708,,,413.6
1349.752,0,200,
1349.808,,,413.6
1349.869,0,200,
1349.907,,,413.6
1349.964,0,200,
1350.007,,,413.6
1350.067,0,200,
1350.107,,,413.6
1350.166,0,200,
1350.208,,,413.6
1350.247,0,200,
1350.308,,,413.6
1350.367,0,200,
1350.408,,,413.6
1350.466,0,200,
1350.506,,,413.6
1350.543,0,200,
1350.642,,,413.6
1350.705,0,200,
1350.807,,,413.6
1350.899,0,200,
1351.006,,,413.6
1351.105,0,200,
1351.208,,,413.6
1351.300,0,200,
1351.408,,,413.6
1351.645,0,200,
1351.707,,,413.6
1351.934,0,200,
1352.023,,,413.6
1352.124,0,200,
1352.208,,,413.6
1352.726,0,200,
1376.246,,,340.3
1376.380,195,,
1376.446,,,340.3
1376.506,220,,
1376.545,,,340.3
1376.585,245,,
1376.646,,,340.3
1376.710,270,,
1376.779,,,340.3
1376.817,295,,
1376.881,,,340.3
1376.937,320,,
1377.046,,,340.3
1377.122,325,,
1377.246,,,340.3
1377.307,330,,
1377.447,,,340.3
1377.510,335,,
1377.679,,,340.3
1377.738,340,,
1377.845,,,340.3
1377.924,345,,
1378.046,,,340.3
1378.097,345,,
1378.145,,,340.3
1378.198,345,,
1378.245,,,340.3
1378.301,345,,
1378.346,,,340.3
1378.404,345,,
1378.458,,,340.3
1378.519,345,,
1378.682,,,340.3
1378.739,345,,
1378.784,,,340.3
1378.821,345,,
1378.881,,,340.3
1378.933,345,,
1378.984,,,340.3
1379.035,345,,
1379.084,,,340.3
1379.136,345,,
1379.247,,,340.3
1379.326,345,,
1379.446,,,340.3
1379.518,345,,
1380.046,,,413.6
1380.120,0,200,
1380.247,,,413.6
1380.340,0,200,
1380.447,,,413.6
1380.535,0,200,
1380.646,,,413.6
1380.736,0,200,
1380.846,,,413.6
1380.941,0,200,
1381.046,,,413.6
1381.086,0,200,
1381.179,,,413.6
1381.241,0,200,
1381.348,,,413.6
1381.410,0,200,
1381.476,,,413.6
1381.539,0,200,
1381.646,,,413.6
1381.708,0,200,
1381.846,,,413.6
1381.895,0,200,
1381.946,,,413.6
1382.006,0,200,
1382.146,,,413.6
1382.209,0,200,
1382.346,,,413.6
1382.388,0,200,
1382.446,,,413.6
1382.505,0,200,
1382.646,,,413.6
1382.709,0,200,
1382.846,,,413.6
1382.908,0,200,
1382.946,,,413.6
1383.005,0,200,
1383.146,,,413.6
1383.196,0,200,
1383.245,,,413.6
1383.312,0,200,
1383.447,,,413.6
1383.511,0,200,
1383.647,,,413.6
1383.710,0,200,
1383.846,,,413.6
1383.896,0,200,
1383.947,,,413.6
1384.012,0,200,
1384.146,,,413.6
1384.215,0,200,
1384.348,,,413.6
1384.412,0,200,
1384.451,,,413.6
1384.517,0,200,
1384.646,,,413.6
1384.716,0,200,
1384.846,,,413.6
1384.920,0,200,
1385.047,,,413.6
1385.122,0,200,
1385.249,,,413.6
1385.325,0,200,
1385.478,,,413.6
1385.541,0,200,
1385.583,,,413.6
1385.641,0,200,
1385.746,,,413.6
1385.800,0,200,
1385.879,,,413.6
1385.943,0,200,
1386.045,,,413.6
1386.128,0,200,
1386.181,,,413.6
1386.226,0,200,
1386.347,,,413.6
1386.424,0,200,
1386.546,,,413.6
1386.624,0,200,
1386.746,,,413.6
1386.824,0,200,
1386.946,,,413.6
1387.022,0,200,
1387.146,,,413.6
1387.209,0,200,
1387.346,,,413.6
1387.419,0,200,
1387.546,,,413.6
1387.605,0,200,
1387.645,,,413.6
1387.688,0,200,
1387.745,,,413.6
1387.793,0,200,
1387.845,,,413.6
1387.925,0,200,
1388.046,,,413.6
1388.115,0,200,
1388.246,,,413.6
1388.321,0,200,
1388.446,,,413.6
1388.531,0,200,
1388.648,,,413.6
1388.719,0,200,
1388.846,,,413.6
1388.921,0,200,
1389.047,,,413.6
1389.126,0,200,
1389.250,,,413.6
1389.304,0,200,
1389.445,,,413.6
1389.487,0,200,
1389.546,,,413.6
1389.610,0,200,
1389.746,,,413.6
1389.809,0,200,
1389.948,,,413.6
1389.995,0,200,
1390.046,,,413.6
1390.107,0,200,
1390.146,,,413.6
1390.204,0,200,
1390.246,,,413.6
1390.293,0,200,
1390.347,,,413.6
1390.407,0,200,
1390.579,,,413.6
1390.645,0,200,
1390.748,,,413.6
1390.844,0,200,
1390.972,,,413.6
1391.023,0,200,
1391.146,,,413.6
1391.216,0,200,
1391.380,,,413.6
1391.454,0,200,
1391.578,,,413.6
1391.759,0,200,
1391.847,,,413.6
1391.899,0,200,
1391.945,,,413.6
1392.036,0,200,
1392.146,,,413.6
1392.237,0,200,
1392.346,,,413.6
1392.443,0,200,
1392.546,,,413.6
1392.608,0,200,
1392.780,,,413.6
1392.840,0,200,
1392.965,,,413.6
1393.020,0,200,
1393.147,,,413.6
1393.211,0,200,
1393.346,,,413.6
1393.409,0,200,
1393.486,,,413.6
1393.536,0,200,
1393.647,,,413.6
1393.740,0,200,
1393.846,,,413.6
1393.940,0,200,
1394.047,,,413.6
1394.143,0,200,
1394.251,,,413.6
1394.323,0,200,
1394.447,,,413.6
1394.521,0,200,
1394.645,,,413.6
1394.725,0,200,
1394.847,,,413.6
1394.930,0,200,
1395.046,,,413.6
1395.104,0,200,
1395.146,,,413.6
1395.202,0,200,
1395.246,,,413.6
1395.321,0,200,
1395.448,,,413.6
1395.537,0,200,
1395.681,,,413.6
1395.745,0,200,
1395.878,,,413.6
1395.954,0,200,
1396.046,,,413.6
1396.092,0,200,
1396.145,,,413.6
1396.194,0,200,
1396.246,,,413.6
1396.301,0,200,
1396.348,,,413.6
1396.395,0,200,
1396.446,,,413.6
1396.507,0,200,
1396.647,,,413.6
1396.711,0,200,
1396.746,,,413.6
1396.811,0,200,
1396.946,,,413.6
1397.014,0,200,
1397.145,,,413.6
1397.219,0,200,
1397.346,,,413.6
1397.400,0,200,
1397.445,,,413.6
1397.507,0,200,
1397.545,,,413.6
1397.604,0,200,
1397.646,,,413.6
1397.711,0,200,
1397.845,,,413.6
1397.897,0,200,
1397.945,,,413.6
1398.009,0,200,
1398.145,,,413.6
1398.222,0,200,
1398.346,,,413.6
1398.396,0,200,
1398.445,,,413.6
1398.508,0,200,
1398.647,,,413.6
1398.703,0,200,
1398.846,,,413.6
1398.911,0,200,
1399.046,,,413.6
1399.119,0,200,
1399.246,,,413.6
1399.310,0,200,
1399.480,,,413.6
1399.547,0,200,
1399.682,,,413.6
1399.751,0,200,
1399.847,,,413.6
1399.903,0,200,
1399.946,,,413.6
1399.986,0,200,
1400.076,,,413.6
1400.155,0,200,
1400.246,,,413.6
1400.289,0,200,
1400.359,,,413.6
1400.397,0,200,
1400.445,,,413.6
1400.504,0,200,
1400.579,,,413.6
1400.670,0,200,
1400.745,,,413.6
1400.808,0,200,
1400.946,,,413.6
1401.004,0,200,
1401.145,,,413.6
1401.190,0,200,
1401.246,,,413.6
1401.303,0,200,
1401.446,,,413.6
1401.506,0,200,
1401.646,,,413.6
1401.692,0,200,
1401.746,,,413.6
1401.794,0,200,
1401.845,,,413.6
1401.887,0,200,
1401.945,,,413.6
1401.997,0,200,
1402.046,,,413.6
1402.102,0,200,
1402.145,,,413.6
1402.187,0,200,
1402.245,,,413.6
1402.302,0,200,
1402.346,,,413.6
1402.407,0,200,
1402.545,,,413.6
1402.604,0,200,
1402.645,,,413.6
1402.705,0,200,
1402.744,,,413.6
1402.808,0,200,
1402.946,,,413.6
1403.008,0,200,
1403.145,,,413.6
1403.206,0,200,
1403.247,,,413.6
1403.294,0,200,
1403.382,,,413.6
1403.450,0,200,
1403.547,,,413.6
1403.606,0,200,
1403.645,,,413.6
1403.713,0,200,
1403.879,,,413.6
1403.943,0,200,
1403.988,,,413.6
1404.026,0,200,
1404.070,,,413.6
1404.135,0,200,
1404.246,,,413.6
1404.317,0,200,
1404.450,,,413.6
1404.518,0,200,
1404.646,,,413.6
1404.710,0,200,
1404.846,,,413.6
1404.917,0,200,
1405.045,,,413.6
1405.105,0,200,
1405.145,,,413.6
1405.202,0,200,
1405.245,,,413.6
1405.290,0,200,
1405.346,,,413.6
1405.401,0,200,
1405.446,,,413.6
1405.503,0,200,
1405.545,,,413.6
1405.612,0,200,
1405.745,,,413.6
1405.795,0,200,
1405.846,,,413.6
1405.913,0,200,
1406.046,,,413.6
1406.089,0,200,
1406.145,,,413.6
1406.187,0,200,
1406.246,,,413.6
1406.320,0,200,
1406.446,,,413.6
1406.525,0,200,
1406.647,,,413.6
1406.741,0,200,
1406.846,,,413.6
1406.915,0,200,
1407.046,,,413.6
1407.097,0,200,
1407.145,,,413.6
1407.202,0,200,
1407.245,,,413.6
1407.337,0,200,
1407.445,,,413.6
1407.532,0,200,
1407.646,,,413.6
1407.716,0,200,
1407.846,,,413.6
1407.910,0,200,
1408.049,,,413.6
1408.110,0,200,
1408.146,,,413.6
1408.201,0,200,
1408.245,,,413.6
1408.404,0,200,
1408.547,,,413.6
1408.590,0,200,
1408.646,,,413.6
1408.703,0,200,
1408.746,,,413.6
1408.817,0,200,
1408.951,,,413.6
1409.014,0,200,
1409.083,,,413.6
1409.122,0,200,
1409.245,,,413.6
1409.328,0,200,
1409.446,,,413.6
1409.527,0,200,
1409.584,,,413.6
1409.623,0,200,
1409.661,,,413.6
1409.720,0,200,
1409.846,,,413.6
1409.918,0,200,
1410.048,,,413.6
1410.117,0,200,
1410.182,,,413.6
1410.251,0,200,
1410.346,,,413.6
1410.387,0,200,
1410.446,,,413.6
1410.505,0,200,
1410.545,,,413.6
1410.633,0,200,
1410.745,,,413.6
1410.834,0,200,
1410.946,,,413.6
1411.055,0,200,
1411.145,,,413.6
1411.238,0,200,
1411.346,,,413.6
1411.411,0,200,
1411.546,,,413.6
1411.594,0,200,
1411.646,,,413.6
1411.939,0,200,
1412.047,,,413.6
1412.211,0,200,
1412.345,,,413.6
1412.410,0,200,
1412.545,,,413.6
1412.616,0,200,
1412.745,,,413.6
1412.785,0,200,
1412.881,,,413.6
1412.930,0,200,
1413.050,,,413.6
1413.126,0,200,
1413.246,,,413.6
1413.316,0,200,
1413.448,,,413.6
1413.514,0,200,
1413.646,,,413.6
1413.701,0,200,
1413.846,,,413.6
1413.924,0,200,
1414.046,,,413.6
1414.122,0,200,
1414.247,,,413.6
1414.326,0,200,
1414.446,,,413.6
1414.511,0,200,
1414.647,,,413.6
1414.708,0,200,
1414.846,,,413.6
1414.912,0,200,
1415.049,,,413.6
1415.107,0,200,
1415.145,,,413.6
1415.207,0,200,
1415.244,,,413.6
1415.287,0,200,
1415.346,,,413.6
1415.407,0,200,
1415.444,,,413.6
1415.493,0,200,
1415.546,,,413.6
1415.606,0,200,
1415.748,,,413.6
1415.795,0,200,
1415.846,,,413.6
1415.910,0,200,
1416.046,,,413.6
1416.117,0,200,
1416.246,,,413.6
1416.295,0,200,
1416.347,,,413.6
1416.409,0,200,
1416.546,,,413.6
1416.606,0,200,
1416.646,,,413.6
1416.709,0,200,
1416.783,,,413.6
1416.846,0,200,
1416.945,,,413.6
1416.992,0,200,
1417.045,,,413.6
1417.104,0,200,
1417.145,,,413.6
1417.206,0,200,
1417.245,,,413.6
1417.289,0,200,
1417.346,,,413.6
1417.409,0,200,
1417.546,,,413.6
1417.614,0,200,
1417.748,,,413.6
1417.809,0,200,
1417.846,,,413.6
1417.910,0,200,
1417.961,,,413.6
1418.006,0,200,
1418.049,,,413.6
1418.115,0,200,
1418.246,,,413.6
1418.291,0,200,
1418.347,,,413.6
1418.408,0,200,
1418.447,,,413.6
1418.502,0,200,
1418.546,,,413.6
1418.590,0,200,
1418.646,,,413.6
1418.707,0,200,
1418.779,,,413.6
1418.834,0,200,
1418.983,,,413.6
1419.034,0,200,
1419.084,,,413.6
1419.142,0,200,
1419.183,,,413.6
1419.247,0,200,
1419.346,,,413.6
1419.406,0,200,
1419.446,,,413.6
1419.507,0,200,
1419.544,,,413.6
1419.593,0,200,
1419.646,,,413.6
1419.704,0,200,
1419.745,,,413.6
1419.809,0,200,
1419.945,,,413.6
1420.004,0,200,
1420.045,,,413.6
1420.085,0,200,
1420.146,,,413.6
1420.207,0,200,
1420.347,,,413.6
1420.404,0,200,
1420.444,,,413.6
1420.506,0,200,
1420.545,,,413.6
1420.592,0,200,
1420.646,,,413.6
1420.699,0,200,
1420.745,,,413.6
1420.803,0,200,
1420.845,,,413.6
1420.901,0,200,
1420.945,,,413.6
1421.012,0,200,
1421.145,,,413.6
1421.204,0,200,
1421.246,,,413.6
1421.300,0,200,
1421.346,,,413.6
1421.398,0,200,
1421.445,,,413.6
1421.506,0,200,
1421.545,,,413.6
1421.586,0,200,
1421.646,,,413.6
1421.708,0,200,
1421.744,,,413.6
1421.832,0,200,
1421.946,,,413.6
1422.012,0,200,
1422.146,,,413.6
1422.205,0,200,
1422.347,,,413.6
1422.399,0,200,
1422.447,,,413.6
1422.513,0,200,
1422.646,,,413.6
1422.710,0,200,
1422.845,,,413.6
1422.889,0,200,
1422.946,,,413.6
1423.011,0,200,
1423.146,,,413.6
1423.189,0,200,
1423.245,,,413.6
1423.310,0,200,
1423.445,,,413.6
1423.514,0,200,
1423.645,,,413.6
1423.685,0,200,
1423.746,,,413.6
1423.813,0,200,
1423.880,,,413.6
1423.920,0,200,
1423.985,,,413.6
1424.050,0,200,
1424.145,,,413.6
1424.184,0,200,
1424.281,,,413.6
1424.363,0,200,
1424.445,,,413.6
1424.507,0,200,
1424.579,,,413.6
1424.632,0,200,
1424.780,,,413.6
1424.844,0,200,
1424.883,,,413.6
1424.923,0,200,
1424.977,,,413.6
1425.036,0,200,
1425.145,,,413.6
1425.279,0,200,
1425.347,,,413.6
1425.430,0,200,
1425.545,,,413.6
1425.634,0,200,
1425.746,,,413.6
1425.836,0,200,
1425.945,,,413.6
1426.034,0,200,
1426.146,,,413.6
1426.214,0,200,
1426.346,,,413.6
1426.405,0,200,
1426.546,,,413.6
1426.612,0,200,
1426.746,,,413.6
1426.820,0,200,
1426.947,,,413.6
1426.998,0,200,
1427.046,,,413.6
1427.111,0,200,
1427.246,,,413.6
1427.299,0,200,
1427.347,,,413.6
1427.405,0,200,
1427.445,,,413.6
1427.486,0,200,
1427.545,,,413.6
1427.608,0,200,
1427.745,,,413.6
1427.811,0,200,
1427.945,,,413.6
1427.992,0,200,
1428.046,,,413.6
1428.102,0,200,
1428.148,,,413.6
1428.217,0,200,
1428.346,,,413.6
1428.427,0,200,
1428.546,,,413.6
1428.611,0,200,
1428.745,,,413.6
1428.798,0,200,
1428.845,,,413.6
1428.904,0,200,
1428.945,,,413.6
1428.987,0,200,
1429.063,,,413.6
1429.103,0,200,
1429.146,,,413.6
1429.202,0,200,
1429.246,,,413.6
1429.285,0,200,
1429.346,,,413.6
1429.403,0,200,
1429.445,,,413.6
1429.497,0,200,
1429.546,,,413.6
1429.604,0,200,
1429.645,,,413.6
1429.707,0,200,
1429.744,,,413.6
1429.797,0,200,
1429.846,,,413.6
1429.908,0,200,
1430.046,,,413.6
1430.114,0,200,
1430.247,,,413.6
1430.315,0,200,
1430.445,,,413.6
1430.508,0,200,
1430.645,,,413.6
1430.713,0,200,
1430.845,,,413.6
1430.920,0,200,
1431.046,,,413.6
1431.113,0,200,
1431.245,,,413.6
1431.290,0,200,
1431.346,,,413.6
1431.390,0,200,
1431.445,,,413.6
1431.508,0,200,
1431.545,,,413.6
1431.588,0,200,
1431.645,,,413.6
1431.709,0,200,
1431.846,,,413.6
1431.912,0,200,
1432.048,,,413.6
1432.090,0,200,
1432.145,,,413.6
1432.203,0,200,
1432.246,,,413.6
1432.294,0,200,
1432.346,,,413.6
1432.402,0,200,
1432.445,,,413.6
1432.511,0,200,
1432.646,,,413.6
1432.716,0,200,
1432.845,,,413.6
1432.909,0,200,
1432.947,,,413.6
1433.009,0,200,
1433.146,,,413.6
1433.209,0,200,
1433.345,,,413.6
1433.384,0,200,
1433.446,,,413.6
1433.505,0,200,
1433.579,,,413.6
1433.618,0,200,
1433.750,,,413.6
1433.877,0,200,
1433.946,,,413.6
1434.009,0,200,
1434.146,,,413.6
1434.212,0,200,
1434.347,,,413.6
1434.393,0,200,
1434.445,,,413.6
