# HotWire artifact -- Attack A2 (forced PreCharge / V2L) sustained-discharge evidence
# Vehicle: LUXGEN N7 (production unit, lab bench).
# Source: decoded from the recorded DIN 70121 trace of the full sustained-discharge session.
# Duration: ~100 minutes of continuous CurrentDemand activity (supports the >=60 min / ~1.25 kWh claim in Sec. 6).
# PRIVACY: the vehicle EVCCID/MAC and ALL link-layer & IPv6 addresses are EXCLUDED. This file contains
#          only protocol-reported electrical fields and relative timestamps -- no identifiers of any kind.
# NOTE: all values are PROTOCOL-REPORTED (read from V2G messages), NOT externally metered.
#       EVSEPresentCurrent is a fixed protocol value emitted by the rogue EVSE, not a measured current.
# Columns: t_rel_s, EVSEPresentVoltage_V (forged), EVSEPresentCurrent_A (reported), EVTargetVoltage_V (vehicle)
t_rel_s,EVSEPresentVoltage_V,EVSEPresentCurrent_A,EVTargetVoltage_V
5380.799,,,413.6
5380.843,0,200,
5380.968,,,413.6
5381.012,0,200,
5381.068,,,413.6
5381.112,0,200,
5381.168,,,413.6
5381.211,0,200,
5381.269,,,413.6
5381.310,0,200,
5381.369,,,413.6
5381.419,0,200,
5381.468,,,413.6
5381.510,0,200,
5381.569,,,413.6
5381.611,0,200,
5381.700,,,413.6
5381.745,0,200,
5381.807,,,413.6
5381.851,0,200,
5381.968,,,413.6
5382.027,0,200,
5382.169,,,413.6
5382.212,0,200,
5382.269,,,413.6
5382.313,0,200,
5382.407,,,413.6
5382.452,0,200,
5382.568,,,413.6
5382.637,0,200,
5382.769,,,413.6
5382.824,0,200,
5382.868,,,413.6
5382.929,0,200,
5382.968,,,413.6
5383.013,0,200,
5383.068,,,413.6
5383.114,0,200,
5383.169,,,413.6
5383.220,0,200,
5383.268,,,413.6
5383.316,0,200,
5383.404,,,413.6
5383.451,0,200,
5383.504,,,413.6
5383.546,0,200,
5383.610,,,413.6
5383.652,0,200,
5383.768,,,413.6
5383.822,0,200,
5383.868,,,413.6
5383.912,0,200,
5384.005,,,413.6
5384.055,0,200,
5384.103,,,413.6
5384.147,0,200,
5384.203,,,413.6
5384.265,0,200,
5384.369,,,413.6
5384.445,0,200,
5384.568,,,413.6
5384.615,0,200,
5384.668,,,413.6
5384.713,0,200,
5384.768,,,413.6
5384.811,0,200,
5384.868,,,413.6
5384.912,0,200,
5384.968,,,413.6
5385.019,0,200,
5385.068,,,413.6
5385.110,0,200,
5385.168,,,413.6
5385.213,0,200,
5385.267,,,413.6
5385.310,0,200,
5385.405,,,413.6
5385.453,0,200,
5385.567,,,413.6
5385.634,0,200,
5385.706,,,413.6
5385.751,0,200,
5385.902,,,413.6
5385.948,0,200,
5385.992,,,413.6
5386.057,0,200,
5386.170,,,413.6
5386.226,0,200,
5386.267,,,413.6
5386.311,0,200,
5386.395,,,413.6
5386.439,0,200,
5386.568,,,413.6
5386.633,0,200,
5386.770,,,413.6
5386.814,0,200,
5386.868,,,413.6
5386.912,0,200,
5386.968,,,413.6
5387.012,0,200,
5387.067,,,413.6
5387.110,0,200,
5387.169,,,413.6
5387.212,0,200,
5387.268,,,413.6
5387.310,0,200,
5387.368,,,413.6
5387.410,0,200,
5387.469,,,413.6
5387.512,0,200,
5387.568,,,413.6
5387.612,0,200,
5387.668,,,413.6
5387.713,0,200,
5387.768,,,413.6
5387.813,0,200,
5387.869,,,413.6
5387.911,0,200,
5387.968,,,413.6
5388.019,0,200,
5388.068,,,413.6
5388.114,0,200,
5388.167,,,413.6
5388.209,0,200,
5388.268,,,413.6
5388.311,0,200,
5388.368,,,413.6
5388.413,0,200,
5388.468,,,413.6
5388.512,0,200,
5388.568,,,413.6
5388.613,0,200,
5388.669,,,413.6
5388.711,0,200,
5388.768,,,413.6
5388.813,0,200,
5388.868,,,413.6
5388.914,0,200,
5388.967,,,413.6
5389.011,0,200,
5389.069,,,413.6
5389.112,0,200,
5389.169,,,413.6
5389.211,0,200,
5389.268,,,413.6
5389.311,0,200,
5389.368,,,413.6
5389.415,0,200,
5389.468,,,413.6
5389.511,0,200,
5389.570,,,413.6
5389.613,0,200,
5389.669,,,413.6
5389.764,0,200,
5389.868,,,413.6
5389.937,0,200,
5390.069,,,413.6
5390.114,0,200,
5390.168,,,413.6
5390.212,0,200,
5390.268,,,413.6
5390.311,0,200,
5390.369,,,413.6
5390.412,0,200,
5390.469,,,413.6
5390.512,0,200,
5390.569,,,413.6
5390.612,0,200,
5390.668,,,413.6
5390.712,0,200,
5390.768,,,413.6
5390.808,0,200,
5390.869,,,413.6
5390.912,0,200,
5390.969,,,413.6
5391.011,0,200,
5391.068,,,413.6
5391.111,0,200,
5391.168,,,413.6
5391.210,0,200,
5391.268,,,413.6
5391.320,0,200,
5391.405,,,413.6
5391.465,0,200,
5391.508,,,413.6
5391.563,0,200,
5391.606,,,413.6
5391.644,0,200,
5391.768,,,413.6
5391.814,0,200,
5391.869,,,413.6
5391.914,0,200,
5391.968,,,413.6
5392.022,0,200,
5392.068,,,413.6
5392.115,0,200,
5392.169,,,413.6
5392.241,0,200,
5392.368,,,413.6
5392.422,0,200,
5392.467,,,413.6
5392.508,0,200,
5392.569,,,413.6
5392.614,0,200,
5392.668,,,413.6
5392.753,0,200,
5392.868,,,413.6
5392.931,0,200,
5393.068,,,413.6
5393.116,0,200,
5393.168,,,413.6
5393.225,0,200,
5393.302,,,413.6
5393.344,0,200,
5393.468,,,413.6
5393.526,0,200,
5393.602,,,413.6
5393.646,0,200,
5393.771,,,413.6
5393.834,0,200,
5393.969,,,413.6
5394.030,0,200,
5394.067,,,413.6
5394.132,0,200,
5394.268,,,413.6
5394.312,0,200,
5394.368,,,413.6
5394.442,0,200,
5394.568,,,413.6
5394.616,0,200,
5394.668,,,413.6
5394.711,0,200,
5394.769,,,413.6
5394.811,0,200,
5394.869,,,413.6
5394.913,0,200,
5394.968,,,413.6
5395.012,0,200,
5395.069,,,413.6
5395.112,0,200,
5395.168,,,413.6
5395.213,0,200,
5395.269,,,413.6
5395.313,0,200,
5395.369,,,413.6
5395.418,0,200,
5395.469,,,413.6
5395.516,0,200,
5395.568,,,413.6
5395.610,0,200,
5395.668,,,413.6
5395.713,0,200,
5395.801,,,413.6
5395.844,0,200,
5395.969,,,413.6
5396.050,0,200,
5396.168,,,413.6
5396.249,0,200,
5396.369,,,413.6
5396.435,0,200,
5396.568,,,413.6
5396.611,0,200,
5396.668,,,413.6
5396.712,0,200,
5396.768,,,413.6
5396.812,0,200,
5396.868,,,413.6
5396.913,0,200,
5396.968,,,413.6
5397.013,0,200,
5397.068,,,413.6
5397.122,0,200,
5397.168,,,413.6
5397.212,0,200,
5397.268,,,413.6
5397.310,0,200,
5397.368,,,413.6
5397.411,0,200,
5397.467,,,413.6
5397.512,0,200,
5397.570,,,413.6
5397.626,0,200,
5397.667,,,413.6
5397.716,0,200,
5397.806,,,413.6
5397.849,0,200,
5397.905,,,413.6
5397.946,0,200,
5398.105,,,413.6
5398.148,0,200,
5398.269,,,413.6
5398.328,0,200,
5398.468,,,413.6
5398.513,0,200,
5398.601,,,413.6
5398.643,0,200,
5398.705,,,413.6
5398.749,0,200,
5398.868,,,413.6
5398.924,0,200,
5398.968,,,413.6
5399.011,0,200,
5399.069,,,413.6
5399.114,0,200,
5399.168,,,413.6
5399.211,0,200,
5399.268,,,413.6
5399.310,0,200,
5399.368,,,413.6
5399.428,0,200,
5399.569,,,413.6
5399.623,0,200,
5399.667,,,413.6
5399.708,0,200,
5399.767,,,413.6
5399.810,0,200,
5399.868,,,413.6
5399.924,0,200,
5399.967,,,413.6
5400.010,0,200,
5400.068,,,413.6
5400.111,0,200,
5400.168,,,413.6
5400.210,0,200,
5400.268,,,413.6
5400.313,0,200,
5400.371,,,413.6
5400.420,0,200,
5400.468,,,413.6
5400.511,0,200,
5400.568,,,413.6
5400.612,0,200,
5400.668,,,413.6
5400.711,0,200,
5400.768,,,413.6
5400.812,0,200,
5400.868,,,413.6
5400.912,0,200,
5400.969,,,413.6
5401.011,0,200,
5401.069,,,413.6
5401.117,0,200,
5401.168,,,413.6
5401.229,0,200,
5401.369,,,413.6
5401.414,0,200,
5401.468,,,413.6
5401.512,0,200,
5401.568,,,413.6
5401.612,0,200,
5401.668,,,413.6
5401.728,0,200,
5401.767,,,413.6
5401.812,0,200,
5401.869,,,413.6
5401.914,0,200,
5401.968,,,413.6
5402.011,0,200,
5402.068,,,413.6
5402.112,0,200,
5402.201,,,413.6
5402.248,0,200,
5402.304,,,413.6
5402.349,0,200,
5402.406,,,413.6
5402.450,0,200,
5402.503,,,413.6
5402.545,0,200,
5402.669,,,413.6
5402.732,0,200,
5402.872,,,413.6
5402.917,0,200,
5402.968,,,413.6
5403.012,0,200,
5403.068,,,413.6
5403.113,0,200,
5403.168,,,413.6
5403.221,0,200,
5403.268,,,413.6
5403.310,0,200,
5403.369,,,413.6
5403.416,0,200,
5403.502,,,413.6
5403.545,0,200,
5403.607,,,413.6
5403.650,0,200,
5403.704,,,413.6
5403.847,0,200,
5403.968,,,413.6
5404.037,0,200,
5404.169,,,413.6
5404.219,0,200,
5404.268,,,413.6
5404.311,0,200,
5404.368,,,413.6
5404.414,0,200,
5404.469,,,413.6
5404.512,0,200,
5404.569,,,413.6
5404.613,0,200,
5404.668,,,413.6
5404.711,0,200,
5404.768,,,413.6
5404.812,0,200,
5404.868,,,413.6
5404.910,0,200,
5404.969,,,413.6
5405.024,0,200,
5405.067,,,413.6
5405.114,0,200,
5405.167,,,413.6
5405.210,0,200,
5405.267,,,413.6
5405.311,0,200,
5405.369,,,413.6
5405.410,0,200,
5405.468,,,413.6
5405.512,0,200,
5405.568,,,413.6
5405.611,0,200,
5405.668,,,413.6
5405.713,0,200,
5405.768,,,413.6
5405.810,0,200,
5405.868,,,413.6
5405.912,0,200,
5405.969,,,413.6
5406.015,0,200,
5406.070,,,413.6
5406.113,0,200,
5406.168,,,413.6
5406.210,0,200,
5406.268,,,413.6
5406.312,0,200,
5406.369,,,413.6
5406.430,0,200,
5406.569,,,413.6
5406.610,0,200,
5406.669,,,413.6
5406.712,0,200,
5406.770,,,413.6
5406.813,0,200,
5406.869,,,413.6
5406.915,0,200,
5406.969,,,413.6
5407.013,0,200,
5407.068,,,413.6
5407.110,0,200,
5407.205,,,413.6
5407.250,0,200,
5407.369,,,413.6
5407.440,0,200,
5407.503,,,413.6
5407.547,0,200,
5407.604,,,413.6
5407.647,0,200,
5407.768,,,413.6
5407.822,0,200,
5407.867,,,413.6
5407.910,0,200,
5407.967,,,413.6
5408.012,0,200,
5408.068,,,413.6
5408.112,0,200,
5408.168,,,413.6
5408.210,0,200,
5408.268,,,413.6
5408.310,0,200,
5408.370,,,413.6
5408.412,0,200,
5408.468,,,413.6
5408.511,0,200,
5408.585,,,413.6
5408.630,0,200,
5408.703,,,413.6
5408.747,0,200,
5408.806,,,413.6
5408.889,0,200,
5408.968,,,413.6
5409.013,0,200,
5409.069,,,413.6
5409.115,0,200,
5409.168,,,413.6
5409.211,0,200,
5409.268,,,413.6
5409.310,0,200,
5409.369,,,413.6
5409.412,0,200,
5409.468,,,413.6
5409.511,0,200,
5409.569,,,413.6
5409.614,0,200,
5409.668,,,413.6
5409.709,0,200,
5409.768,,,413.6
5409.813,0,200,
5409.868,,,413.6
5409.912,0,200,
5409.969,,,413.6
5410.013,0,200,
5410.069,,,413.6
5410.109,0,200,
5410.168,,,413.6
5410.211,0,200,
5410.267,,,413.6
5410.309,0,200,
5410.369,,,413.6
5410.412,0,200,
5410.467,,,413.6
5410.510,0,200,
5410.577,,,413.6
5410.626,0,200,
5410.669,,,413.6
5410.715,0,200,
5410.770,,,413.6
5410.813,0,200,
5410.869,,,413.6
5410.915,0,200,
5410.970,,,413.6
5411.013,0,200,
5411.069,,,413.6
5411.113,0,200,
5411.168,,,413.6
5411.212,0,200,
5411.268,,,413.6
5411.309,0,200,
5411.372,,,413.6
5411.417,0,200,
5411.502,,,413.6
5411.545,0,200,
5411.671,,,413.6
5411.718,0,200,
5411.768,,,413.6
5411.811,0,200,
5411.868,,,413.6
5411.911,0,200,
5411.968,,,413.6
5412.011,0,200,
5412.068,,,413.6
5412.109,0,200,
5412.168,,,413.6
5412.211,0,200,
5412.269,,,413.6
5412.311,0,200,
5412.369,,,413.6
5412.412,0,200,
5412.468,,,413.6
5412.519,0,200,
5412.568,,,413.6
5412.610,0,200,
5412.668,,,413.6
5412.711,0,200,
5412.768,,,413.6
5412.809,0,200,
5412.869,,,413.6
5412.911,0,200,
5412.967,,,413.6
5413.029,0,200,
5413.069,,,413.6
5413.110,0,200,
5413.169,,,413.6
5413.212,0,200,
5413.268,,,413.6
5413.310,0,200,
5413.369,,,413.6
5413.411,0,200,
5413.468,,,413.6
5413.549,0,200,
5413.668,,,413.6
5413.734,0,200,
5413.868,,,413.6
5413.919,0,200,
5413.970,,,413.6
5414.014,0,200,
5414.068,,,413.6
5414.110,0,200,
5414.169,,,413.6
5414.214,0,200,
5414.268,,,413.6
5414.330,0,200,
5414.367,,,413.6
5414.419,0,200,
5414.470,,,413.6
5414.513,0,200,
5414.569,,,413.6
5414.612,0,200,
5414.668,,,413.6
5414.713,0,200,
5414.768,,,413.6
5414.837,0,200,
5414.902,,,413.6
5414.945,0,200,
5414.997,,,413.6
5415.043,0,200,
5415.169,,,413.6
5415.232,0,200,
5415.370,,,413.6
5415.414,0,200,
5415.468,,,413.6
5415.514,0,200,
5415.600,,,413.6
5415.642,0,200,
5415.704,,,413.6
5415.749,0,200,
5415.807,,,413.6
5415.854,0,200,
5416.004,,,413.6
5416.052,0,200,
5416.108,,,413.6
5416.151,0,200,
5416.306,,,413.6
5416.349,0,200,
5416.468,,,413.6
5416.530,0,200,
5416.669,,,413.6
5416.712,0,200,
5416.767,,,413.6
5416.809,0,200,
5416.868,,,413.6
5416.913,0,200,
5416.967,,,413.6
5417.009,0,200,
5417.067,,,413.6
5417.135,0,200,
5417.268,,,413.6
5417.310,0,200,
5417.369,,,413.6
5417.414,0,200,
5417.468,,,413.6
5417.513,0,200,
5417.568,,,413.6
5417.624,0,200,
5417.669,,,413.6
5417.713,0,200,
5417.768,,,413.6
5417.813,0,200,
5417.868,,,413.6
5417.912,0,200,
5417.969,,,413.6
5418.014,0,200,
5418.068,,,413.6
5418.125,0,200,
5418.168,,,413.6
5418.215,0,200,
5418.268,,,413.6
5418.310,0,200,
5418.369,,,413.6
5418.412,0,200,
5418.504,,,413.6
5418.549,0,200,
5418.668,,,413.6
5418.734,0,200,
5418.869,,,413.6
5418.915,0,200,
5418.968,,,413.6
5419.011,0,200,
5419.068,,,413.6
5419.110,0,200,
5419.168,,,413.6
5419.215,0,200,
5419.267,,,413.6
5419.308,0,200,
5419.368,,,413.6
5419.413,0,200,
5419.468,,,413.6
5419.512,0,200,
5419.567,,,413.6
5419.612,0,200,
5419.669,,,413.6
5419.716,0,200,
5419.768,,,413.6
5419.809,0,200,
5419.867,,,413.6
5419.911,0,200,
5419.968,,,413.6
5420.011,0,200,
5420.068,,,413.6
5420.108,0,200,
5420.168,,,413.6
5420.214,0,200,
5420.267,,,413.6
5420.308,0,200,
5420.369,,,413.6
5420.412,0,200,
5420.469,,,413.6
5420.511,0,200,
5420.569,,,413.6
5420.613,0,200,
5420.667,,,413.6
5420.711,0,200,
5420.770,,,413.6
5420.813,0,200,
5420.867,,,413.6
5420.912,0,200,
5420.968,,,413.6
5421.011,0,200,
5421.068,,,413.6
5421.112,0,200,
5421.168,,,413.6
5421.221,0,200,
5421.269,,,413.6
5421.310,0,200,
5421.368,,,413.6
5421.412,0,200,
5421.468,,,413.6
5421.511,0,200,
5421.568,,,413.6
5421.613,0,200,
5421.668,,,413.6
5421.711,0,200,
5421.768,,,413.6
5421.810,0,200,
5421.868,,,413.6
5421.912,0,200,
5421.968,,,413.6
5422.013,0,200,
5422.069,,,413.6
5422.112,0,200,
5422.168,,,413.6
5422.213,0,200,
5422.267,,,413.6
5422.310,0,200,
5422.369,,,413.6
5422.413,0,200,
5422.473,,,413.6
5422.519,0,200,
5422.568,,,413.6
5422.610,0,200,
5422.701,,,413.6
5422.748,0,200,
5422.807,,,413.6
5422.850,0,200,
5422.968,,,413.6
5423.036,0,200,
5423.168,,,413.6
5423.215,0,200,
5423.301,,,413.6
5423.343,0,200,
5423.405,,,413.6
5423.451,0,200,
5423.506,,,413.6
5423.552,0,200,
5423.668,,,413.6
5423.727,0,200,
5423.869,,,413.6
5423.912,0,200,
5423.969,,,413.6
5424.013,0,200,
5424.068,,,413.6
5424.109,0,200,
5424.169,,,413.6
5424.213,0,200,
5424.268,,,413.6
5424.311,0,200,
5424.368,,,413.6
5424.410,0,200,
5424.468,,,413.6
5424.513,0,200,
5424.568,,,413.6
5424.611,0,200,
5424.705,,,413.6
5424.748,0,200,
5424.904,,,413.6
5424.947,0,200,
5425.069,,,413.6
5425.124,0,200,
5425.204,,,413.6
5425.246,0,200,
5425.305,,,413.6
5425.351,0,200,
5425.409,,,413.6
5425.454,0,200,
5425.505,,,413.6
5425.550,0,200,
5425.668,,,413.6
5425.730,0,200,
5425.869,,,413.6
5425.913,0,200,
5425.968,,,413.6
5426.010,0,200,
5426.101,,,413.6
5426.144,0,200,
5426.269,,,413.6
5426.320,0,200,
5426.369,,,413.6
5426.427,0,200,
5426.468,,,413.6
5426.512,0,200,
5426.569,,,413.6
5426.612,0,200,
5426.669,,,413.6
5426.719,0,200,
5426.768,,,413.6
5426.810,0,200,
5426.868,,,413.6
5426.918,0,200,
5426.967,,,413.6
5427.010,0,200,
5427.068,,,413.6
5427.111,0,200,
5427.168,,,413.6
5427.211,0,200,
5427.293,,,413.6
5427.335,0,200,
5427.468,,,413.6
5427.514,0,200,
5427.568,,,413.6
5427.610,0,200,
5427.667,,,413.6
5427.710,0,200,
5427.768,,,413.6
5427.811,0,200,
5427.868,,,413.6
5427.922,0,200,
5427.968,,,413.6
5428.012,0,200,
5428.068,,,413.6
5428.116,0,200,
5428.168,,,413.6
5428.213,0,200,
5428.269,,,413.6
5428.312,0,200,
5428.368,,,413.6
5428.414,0,200,
5428.467,,,413.6
5428.512,0,200,
5428.568,,,413.6
5428.614,0,200,
5428.668,,,413.6
5428.713,0,200,
5428.768,,,413.6
5428.810,0,200,
5428.867,,,413.6
5428.909,0,200,
5428.968,,,413.6
5429.011,0,200,
5429.068,,,413.6
5429.114,0,200,
5429.168,,,413.6
5429.213,0,200,
5429.268,,,413.6
5429.309,0,200,
5429.368,,,413.6
5429.412,0,200,
5429.468,,,413.6
5429.511,0,200,
5429.568,,,413.6
5429.613,0,200,
5429.668,,,413.6
5429.735,0,200,
5429.869,,,413.6
5429.913,0,200,
5429.967,,,413.6
5430.011,0,200,
5430.068,,,413.6
5430.111,0,200,
5430.169,,,413.6
5430.247,0,200,
5430.369,,,413.6
5430.437,0,200,
5430.568,,,413.6
5430.614,0,200,
5430.669,,,413.6
5430.716,0,200,
5430.768,,,413.6
5430.811,0,200,
5430.868,,,413.6
5430.914,0,200,
5430.969,,,413.6
5431.039,0,200,
5431.169,,,413.6
5431.222,0,200,
5431.268,,,413.6
5431.311,0,200,
5431.368,,,413.6
5431.413,0,200,
5431.469,,,413.6
5431.516,0,200,
5431.568,,,413.6
5431.784,0,200,
5431.868,,,413.6
5431.971,0,200,
5432.068,,,413.6
5432.644,0,200,
5451.910,,,306.2
5451.977,178,,
5452.111,,,306.2
5452.155,203,,
5452.211,,,306.2
5452.255,228,,
5452.310,,,306.2
5452.352,253,,
5452.412,,,306.2
5452.455,278,,
5452.511,,,306.2
5452.554,283,,
5452.612,,,306.2
5452.651,288,,
5452.710,,,306.2
5452.756,293,,
5452.848,,,306.2
5452.892,298,,
5452.946,,,306.2
5452.987,303,,
5453.049,,,306.2
5453.091,308,,
5453.211,,,306.2
5453.265,308,,
5453.310,,,306.2
5453.351,308,,
5453.410,,,306.2
5453.450,308,,
5453.511,,,306.2
5453.553,308,,
5453.611,,,306.2
5453.650,308,,
5453.744,,,306.2
5453.786,308,,
5453.911,,,306.2
5453.970,308,,
5454.012,,,306.2
5454.062,308,,
5454.110,,,306.2
5454.150,308,,
5454.210,,,306.2
5454.250,308,,
5454.345,,,306.2
5454.385,308,,
5454.445,,,306.2
5454.486,308,,
5454.545,,,306.2
5454.587,308,,
5454.712,,,306.2
5454.791,308,,
5455.411,,,413.6
5455.475,0,200,
5455.612,,,413.6
5455.656,0,200,
5455.712,,,413.6
5455.759,0,200,
5455.811,,,413.6
5455.857,0,200,
5455.944,,,413.6
5455.991,0,200,
5456.111,,,413.6
5456.168,0,200,
5456.212,,,413.6
5456.262,0,200,
5456.345,,,413.6
5456.390,0,200,
5456.447,,,413.6
5456.489,0,200,
5456.547,,,413.6
5456.591,0,200,
5456.710,,,413.6
5456.772,0,200,
5456.911,,,413.6
5456.976,0,200,
5457.046,,,413.6
5457.090,0,200,
5457.211,,,413.6
5457.264,0,200,
5457.311,,,413.6
5457.354,0,200,
5457.444,,,413.6
5457.490,0,200,
5457.547,,,413.6
5457.590,0,200,
5457.646,,,413.6
5457.688,0,200,
5457.747,,,413.6
5457.791,0,200,
5457.913,,,413.6
5457.990,0,200,
5458.110,,,413.6
5458.168,0,200,
5458.311,,,413.6
5458.353,0,200,
5458.411,,,413.6
5458.468,0,200,
5458.612,,,413.6
5458.657,0,200,
5458.711,,,413.6
5458.758,0,200,
5458.812,,,413.6
5458.857,0,200,
5458.910,,,413.6
5458.955,0,200,
5459.039,,,413.6
5459.084,0,200,
5459.211,,,413.6
5459.266,0,200,
5459.311,,,413.6
5459.352,0,200,
5459.411,,,413.6
5459.457,0,200,
5459.511,,,413.6
5459.553,0,200,
5459.611,,,413.6
5459.654,0,200,
5459.712,,,413.6
5459.756,0,200,
5459.813,,,413.6
5459.855,0,200,
5459.911,,,413.6
5459.954,0,200,
5460.011,,,413.6
5460.063,0,200,
5460.110,,,413.6
5460.153,0,200,
5460.212,,,413.6
5460.255,0,200,
5460.326,,,413.6
5460.368,0,200,
5460.412,,,413.6
5460.456,0,200,
5460.510,,,413.6
5460.553,0,200,
5460.611,,,413.6
5460.654,0,200,
5460.712,,,413.6
5460.756,0,200,
5460.811,,,413.6
5460.852,0,200,
5460.911,,,413.6
5460.955,0,200,
5461.011,,,413.6
5461.056,0,200,
5461.111,,,413.6
5461.152,0,200,
5461.210,,,413.6
5461.254,0,200,
5461.311,,,413.6
5461.355,0,200,
5461.411,,,413.6
5461.456,0,200,
5461.510,,,413.6
5461.556,0,200,
5461.610,,,413.6
5461.654,0,200,
5461.711,,,413.6
5461.755,0,200,
5461.811,,,413.6
5461.857,0,200,
5461.910,,,413.6
5461.955,0,200,
5462.012,,,413.6
5462.064,0,200,
5462.111,,,413.6
5462.153,0,200,
5462.211,,,413.6
5462.253,0,200,
5462.310,,,413.6
5462.371,0,200,
5462.511,,,413.6
5462.554,0,200,
5462.610,,,413.6
5462.652,0,200,
5462.710,,,413.6
5462.753,0,200,
5462.812,,,413.6
5462.856,0,200,
5462.909,,,413.6
5462.952,0,200,
5463.011,,,413.6
5463.054,0,200,
5463.110,,,413.6
5463.164,0,200,
5463.210,,,413.6
5463.253,0,200,
5463.319,,,413.6
5463.363,0,200,
5463.413,,,413.6
5463.456,0,200,
5463.511,,,413.6
5463.554,0,200,
5463.610,,,413.6
5463.671,0,200,
5463.848,,,413.6
5463.898,0,200,
5464.013,,,413.6
5464.073,0,200,
5464.211,,,413.6
5464.253,0,200,
5464.343,,,413.6
5464.390,0,200,
5464.511,,,413.6
5464.593,0,200,
5464.710,,,413.6
5464.775,0,200,
5464.913,,,413.6
5464.962,0,200,
5465.011,,,413.6
5465.060,0,200,
5465.111,,,413.6
5465.174,0,200,
5465.344,,,413.6
5465.389,0,200,
5465.435,,,413.6
5465.479,0,200,
5465.610,,,413.6
5465.658,0,200,
5465.745,,,413.6
5465.789,0,200,
5465.849,,,413.6
5465.892,0,200,
5466.011,,,413.6
5466.085,0,200,
5466.210,,,413.6
5466.266,0,200,
5466.311,,,413.6
5466.353,0,200,
5466.411,,,413.6
5466.459,0,200,
5466.510,,,413.6
5466.553,0,200,
5466.610,,,413.6
5466.655,0,200,
5466.710,,,413.6
5466.753,0,200,
5466.811,,,413.6
5466.856,0,200,
5466.920,,,413.6
5466.966,0,200,
5467.011,,,413.6
5467.057,0,200,
5467.110,,,413.6
5467.152,0,200,
5467.211,,,413.6
5467.260,0,200,
5467.310,,,413.6
5467.352,0,200,
5467.411,,,413.6
5467.468,0,200,
5467.510,,,413.6
5467.553,0,200,
5467.610,,,413.6
5467.654,0,200,
5467.710,,,413.6
5467.755,0,200,
5467.811,,,413.6
5467.855,0,200,
5467.911,,,413.6
5467.955,0,200,
5468.011,,,413.6
5468.060,0,200,
5468.111,,,413.6
5468.155,0,200,
5468.211,,,413.6
5468.258,0,200,
5468.312,,,413.6
5468.354,0,200,
5468.411,,,413.6
5468.455,0,200,
5468.510,,,413.6
5468.555,0,200,
5468.612,,,413.6
5468.656,0,200,
5468.711,,,413.6
5468.755,0,200,
5468.813,,,413.6
5468.855,0,200,
5468.944,,,413.6
5468.986,0,200,
5469.111,,,413.6
5469.173,0,200,
5469.210,,,413.6
5469.256,0,200,
5469.310,,,413.6
5469.352,0,200,
5469.412,,,413.6
5469.456,0,200,
5469.511,,,413.6
5469.558,0,200,
5469.611,,,413.6
5469.653,0,200,
5469.711,,,413.6
5469.755,0,200,
5469.811,,,413.6
5469.855,0,200,
5469.911,,,413.6
5469.954,0,200,
5470.011,,,413.6
5470.058,0,200,
5470.110,,,413.6
5470.153,0,200,
5470.211,,,413.6
5470.254,0,200,
5470.310,,,413.6
5470.355,0,200,
5470.411,,,413.6
5470.455,0,200,
5470.511,,,413.6
5470.552,0,200,
5470.611,,,413.6
5470.654,0,200,
5470.710,,,413.6
5470.754,0,200,
5470.811,,,413.6
5470.860,0,200,
5470.910,,,413.6
5470.952,0,200,
5471.011,,,413.6
5471.055,0,200,
5471.111,,,413.6
5471.154,0,200,
5471.217,,,413.6
5471.260,0,200,
5471.312,,,413.6
5471.355,0,200,
5471.446,,,413.6
5471.491,0,200,
5471.548,,,413.6
5471.591,0,200,
5471.711,,,413.6
5471.765,0,200,
5471.811,,,413.6
5471.877,0,200,
5472.011,,,413.6
5472.061,0,200,
5472.110,,,413.6
5472.156,0,200,
5472.211,,,413.6
5472.252,0,200,
5472.311,,,413.6
5472.353,0,200,
5472.411,,,413.6
5472.454,0,200,
5472.510,,,413.6
5472.556,0,200,
5472.611,,,413.6
5472.656,0,200,
5472.712,,,413.6
5472.755,0,200,
5472.812,,,413.6
5472.856,0,200,
5472.943,,,413.6
5472.986,0,200,
5473.048,,,413.6
5473.090,0,200,
5473.146,,,413.6
5473.194,0,200,
5473.247,,,413.6
5473.289,0,200,
5473.412,,,413.6
5473.482,0,200,
5473.612,,,413.6
5473.771,0,200,
5473.813,,,413.6
5473.855,0,200,
5473.910,,,413.6
5473.959,0,200,
5474.011,,,413.6
5474.058,0,200,
5474.111,,,413.6
5474.154,0,200,
5474.211,,,413.6
5474.312,0,200,
5474.410,,,413.6
5474.487,0,200,
5474.611,,,413.6
5474.659,0,200,
5474.710,,,413.6
5474.753,0,200,
5474.810,,,413.6
5474.855,0,200,
5474.910,,,413.6
5474.954,0,200,
5475.011,,,413.6
5475.053,0,200,
5475.110,,,413.6
5475.155,0,200,
5475.210,,,413.6
5475.255,0,200,
5475.311,,,413.6
5475.355,0,200,
5475.411,,,413.6
5475.453,0,200,
5475.510,,,413.6
5475.553,0,200,
5475.611,,,413.6
5475.656,0,200,
5475.712,,,413.6
5475.757,0,200,
5475.814,,,413.6
5475.857,0,200,
5475.911,,,413.6
5475.956,0,200,
5476.013,,,413.6
5476.060,0,200,
5476.111,,,413.6
5476.154,0,200,
5476.244,,,413.6
5476.287,0,200,
